OBJECTID	Shape_Leng	Shape_Area	i	j	id	geometry
1	366105.8018189999856986	3952898447.4800000190734863	958074	7800	958074-7800	LINESTRING(828.689 7296.327, 829.953003 7292.369629)
1	366105.8018189999856986	3952898447.4800000190734863	958074	7809	958074-7809	LINESTRING(828.689 7296.327, 827.3261 7295.159)
1	366105.8018189999856986	3952898447.4800000190734863	958074	204467	958074-204467	LINESTRING(828.689 7296.327, 828.632996 7296.040039)
1	366105.8018189999856986	3952898447.4800000190734863	958074	400457	958074-400457	LINESTRING(828.689 7296.327, 828.4849 7296.329)
1	366105.8018189999856986	3952898447.4800000190734863	958075	7800	958075-7800	LINESTRING(828.228 7296.779, 829.953003 7292.369629)
1	366105.8018189999856986	3952898447.4800000190734863	958075	7809	958075-7809	LINESTRING(828.228 7296.779, 827.3261 7295.159)
1	366105.8018189999856986	3952898447.4800000190734863	958075	204504	958075-204504	LINESTRING(828.228 7296.779, 828.248962 7296.889648)
1	366105.8018189999856986	3952898447.4800000190734863	958075	400457	958075-400457	LINESTRING(828.228 7296.779, 828.4849 7296.329)
1	366105.8018189999856986	3952898447.4800000190734863	958081	7800	958081-7800	LINESTRING(831.441 7296.87, 829.953003 7292.369629)
1	366105.8018189999856986	3952898447.4800000190734863	958081	7809	958081-7809	LINESTRING(831.441 7296.87, 827.3261 7295.159)
1	366105.8018189999856986	3952898447.4800000190734863	958081	204490	958081-204490	LINESTRING(831.441 7296.87, 831.155945 7296.439941)
1	366105.8018189999856986	3952898447.4800000190734863	958081	204518	958081-204518	LINESTRING(831.441 7296.87, 831.222046 7297.180176)
1	366105.8018189999856986	3952898447.4800000190734863	958082	7800	958082-7800	LINESTRING(826.257 7290.598, 829.953003 7292.369629)
1	366105.8018189999856986	3952898447.4800000190734863	958082	204236	958082-204236	LINESTRING(826.257 7290.598, 825.088989 7291.47998)
1	366105.8018189999856986	3952898447.4800000190734863	958082	400480	958082-400480	LINESTRING(826.257 7290.598, 826.3688 7290.804)
1	366105.8018189999856986	3952898447.4800000190734863	958082	400481	958082-400481	LINESTRING(826.257 7290.598, 826.2952 7290.497)
1	366105.8018189999856986	3952898447.4800000190734863	958083	7800	958083-7800	LINESTRING(830.712 7297.335, 829.953003 7292.369629)
1	366105.8018189999856986	3952898447.4800000190734863	958083	7809	958083-7809	LINESTRING(830.712 7297.335, 827.3261 7295.159)
1	366105.8018189999856986	3952898447.4800000190734863	958083	204518	958083-204518	LINESTRING(830.712 7297.335, 831.222046 7297.180176)
1	366105.8018189999856986	3952898447.4800000190734863	958084	7800	958084-7800	LINESTRING(829.495 7292.594, 829.953003 7292.369629)
1	366105.8018189999856986	3952898447.4800000190734863	958084	400429	958084-400429	LINESTRING(829.495 7292.594, 829.7409 7292.591)
1	366105.8018189999856986	3952898447.4800000190734863	958084	400432	958084-400432	LINESTRING(829.495 7292.594, 829.4978 7292.496)
1	366105.8018189999856986	3952898447.4800000190734863	958084	400433	958084-400433	LINESTRING(829.495 7292.594, 829.3163 7292.96)
1	366105.8018189999856986	3952898447.4800000190734863	958085	7800	958085-7800	LINESTRING(828.261 7287.17, 829.953003 7292.369629)
1	366105.8018189999856986	3952898447.4800000190734863	958085	204155	958085-204155	LINESTRING(828.261 7287.17, 828.442017 7288.369629)
1	366105.8018189999856986	3952898447.4800000190734863	958086	204076	958086-204076	LINESTRING(819.49 7285.446, 819.346985 7285.260254)
1	366105.8018189999856986	3952898447.4800000190734863	958087	204172	958087-204172	LINESTRING(839.072 7289.611, 839.867981 7288.760254)
1	366105.8018189999856986	3952898447.4800000190734863	958087	204217	958087-204217	LINESTRING(839.072 7289.611, 837.302979 7290.97998)
1	366105.8018189999856986	3952898447.4800000190734863	958088	206283	958088-206283	LINESTRING(825.75 7353.525, 820.780029 7361.439941)
1	366105.8018189999856986	3952898447.4800000190734863	958089	204952	958089-204952	LINESTRING(831.888 7313.669, 832.526001 7313.80957)
1	366105.8018189999856986	3952898447.4800000190734863	958089	204957	958089-204957	LINESTRING(831.888 7313.669, 830.924072 7313.899902)
1	366105.8018189999856986	3952898447.4800000190734863	958090	205097	958090-205097	LINESTRING(820.648 7316.532, 821.159973 7316.140137)
1	366105.8018189999856986	3952898447.4800000190734863	958090	205179	958090-205179	LINESTRING(820.648 7316.532, 819.574036 7317.299805)
1	366105.8018189999856986	3952898447.4800000190734863	958091	7800	958091-7800	LINESTRING(831.23 7296.379, 829.953003 7292.369629)
1	366105.8018189999856986	3952898447.4800000190734863	958091	7809	958091-7809	LINESTRING(831.23 7296.379, 827.3261 7295.159)
1	366105.8018189999856986	3952898447.4800000190734863	958091	204490	958091-204490	LINESTRING(831.23 7296.379, 831.155945 7296.439941)
1	366105.8018189999856986	3952898447.4800000190734863	958092	7800	958092-7800	LINESTRING(832.395 7289.894, 829.953003 7292.369629)
1	366105.8018189999856986	3952898447.4800000190734863	958092	400426	958092-400426	LINESTRING(832.395 7289.894, 831.68 7290.784)
1	366105.8018189999856986	3952898447.4800000190734863	958092	400427	958092-400427	LINESTRING(832.395 7289.894, 831.6949 7289.987)
1	366105.8018189999856986	3952898447.4800000190734863	958093	7809	958093-7809	LINESTRING(827.505 7294.933, 827.3261 7295.159)
1	366105.8018189999856986	3952898447.4800000190734863	958093	204368	958093-204368	LINESTRING(827.505 7294.933, 828.124023 7294.280273)
1	366105.8018189999856986	3952898447.4800000190734863	958093	400450	958093-400450	LINESTRING(827.505 7294.933, 827.0853 7294.577)
1	366105.8018189999856986	3952898447.4800000190734863	958094	204178	958094-204178	LINESTRING(848.341 7288.156, 840.035034 7288.899902)
1	366105.8018189999856986	3952898447.4800000190734863	958095	7808	958095-7808	LINESTRING(822.979 7298.3, 818.250977 7301.100098)
1	366105.8018189999856986	3952898447.4800000190734863	958095	7809	958095-7809	LINESTRING(822.979 7298.3, 827.3261 7295.159)
1	366105.8018189999856986	3952898447.4800000190734863	958095	204513	958095-204513	LINESTRING(822.979 7298.3, 823.285034 7297.089844)
1	366105.8018189999856986	3952898447.4800000190734863	958095	204574	958095-204574	LINESTRING(822.979 7298.3, 822.750977 7298.200195)
1	366105.8018189999856986	3952898447.4800000190734863	958095	204581	958095-204581	LINESTRING(822.979 7298.3, 823.067993 7298.30957)
1	366105.8018189999856986	3952898447.4800000190734863	958095	204586	958095-204586	LINESTRING(822.979 7298.3, 822.947998 7298.449707)
1	366105.8018189999856986	3952898447.4800000190734863	958096	7800	958096-7800	LINESTRING(828.767 7293.976, 829.953003 7292.369629)
1	366105.8018189999856986	3952898447.4800000190734863	958096	7809	958096-7809	LINESTRING(828.767 7293.976, 827.3261 7295.159)
1	366105.8018189999856986	3952898447.4800000190734863	958096	204325	958096-204325	LINESTRING(828.767 7293.976, 828.687988 7293.469727)
1	366105.8018189999856986	3952898447.4800000190734863	958096	400439	958096-400439	LINESTRING(828.767 7293.976, 829.1362 7294.029)
1	366105.8018189999856986	3952898447.4800000190734863	958096	400444	958096-400444	LINESTRING(828.767 7293.976, 828.5787 7294.106)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958001	7800-958001	LINESTRING(829.953003 7292.369629, 831.557 7292.1)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958002	7800-958002	LINESTRING(829.953003 7292.369629, 829.889 7293.028)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958006	7800-958006	LINESTRING(829.953003 7292.369629, 832.585 7299.023)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958007	7800-958007	LINESTRING(829.953003 7292.369629, 826.745 7291.197)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958008	7800-958008	LINESTRING(829.953003 7292.369629, 827.092 7290.985)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958009	7800-958009	LINESTRING(829.953003 7292.369629, 830.164 7295.442)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958010	7800-958010	LINESTRING(829.953003 7292.369629, 829.879 7295.976)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958012	7800-958012	LINESTRING(829.953003 7292.369629, 830.333 7296.245)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958013	7800-958013	LINESTRING(829.953003 7292.369629, 828.183 7298.138)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958014	7800-958014	LINESTRING(829.953003 7292.369629, 832.183 7292.676)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958015	7800-958015	LINESTRING(829.953003 7292.369629, 829.073 7292.09)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958016	7800-958016	LINESTRING(829.953003 7292.369629, 828.714 7292.268)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958018	7800-958018	LINESTRING(829.953003 7292.369629, 829.244 7293.066)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958019	7800-958019	LINESTRING(829.953003 7292.369629, 831.795 7291.853)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958022	7800-958022	LINESTRING(829.953003 7292.369629, 831.66 7292.609)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958024	7800-958024	LINESTRING(829.953003 7292.369629, 823.768 7291.891)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958025	7800-958025	LINESTRING(829.953003 7292.369629, 827.985 7296.054)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958027	7800-958027	LINESTRING(829.953003 7292.369629, 835.63 7297.481)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958029	7800-958029	LINESTRING(829.953003 7292.369629, 832.996 7293.038)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958031	7800-958031	LINESTRING(829.953003 7292.369629, 834.073 7292.916)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958032	7800-958032	LINESTRING(829.953003 7292.369629, 834.32 7292.688)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958033	7800-958033	LINESTRING(829.953003 7292.369629, 834.583 7292.431)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958035	7800-958035	LINESTRING(829.953003 7292.369629, 829.15 7294.208)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958038	7800-958038	LINESTRING(829.953003 7292.369629, 829.43 7294.479)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958039	7800-958039	LINESTRING(829.953003 7292.369629, 826.861 7294.527)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958041	7800-958041	LINESTRING(829.953003 7292.369629, 831.291 7291.668)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958042	7800-958042	LINESTRING(829.953003 7292.369629, 832.83 7293.832)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958043	7800-958043	LINESTRING(829.953003 7292.369629, 830.404 7294.43)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958044	7800-958044	LINESTRING(829.953003 7292.369629, 830.419 7292.193)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958045	7800-958045	LINESTRING(829.953003 7292.369629, 829.473 7293.695)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958051	7800-958051	LINESTRING(829.953003 7292.369629, 828.978 7295.948)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958053	7800-958053	LINESTRING(829.953003 7292.369629, 827.711 7294.069)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958055	7800-958055	LINESTRING(829.953003 7292.369629, 829.588 7292.024)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958056	7800-958056	LINESTRING(829.953003 7292.369629, 830.818 7292.625)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958058	7800-958058	LINESTRING(829.953003 7292.369629, 831.239 7293.428)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958060	7800-958060	LINESTRING(829.953003 7292.369629, 829.705 7296.354)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958062	7800-958062	LINESTRING(829.953003 7292.369629, 832.258 7287.23)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958063	7800-958063	LINESTRING(829.953003 7292.369629, 827.702 7290.566)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958064	7800-958064	LINESTRING(829.953003 7292.369629, 828.051 7290.722)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958065	7800-958065	LINESTRING(829.953003 7292.369629, 828.897 7291.733)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958066	7800-958066	LINESTRING(829.953003 7292.369629, 828.272 7293.675)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958070	7800-958070	LINESTRING(829.953003 7292.369629, 833.468 7293.46)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958071	7800-958071	LINESTRING(829.953003 7292.369629, 833.711 7293.199)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958072	7800-958072	LINESTRING(829.953003 7292.369629, 826.777 7294.936)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958073	7800-958073	LINESTRING(829.953003 7292.369629, 824.165 7295.532)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958074	7800-958074	LINESTRING(829.953003 7292.369629, 828.689 7296.327)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958075	7800-958075	LINESTRING(829.953003 7292.369629, 828.228 7296.779)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958081	7800-958081	LINESTRING(829.953003 7292.369629, 831.441 7296.87)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958082	7800-958082	LINESTRING(829.953003 7292.369629, 826.257 7290.598)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958083	7800-958083	LINESTRING(829.953003 7292.369629, 830.712 7297.335)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958084	7800-958084	LINESTRING(829.953003 7292.369629, 829.495 7292.594)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958085	7800-958085	LINESTRING(829.953003 7292.369629, 828.261 7287.17)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958091	7800-958091	LINESTRING(829.953003 7292.369629, 831.23 7296.379)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958092	7800-958092	LINESTRING(829.953003 7292.369629, 832.395 7289.894)
1	366105.8018189999856986	3952898447.4800000190734863	7800	958096	7800-958096	LINESTRING(829.953003 7292.369629, 828.767 7293.976)
1	366105.8018189999856986	3952898447.4800000190734863	7808	958005	7808-958005	LINESTRING(818.250977 7301.100098, 815.171 7297.952)
1	366105.8018189999856986	3952898447.4800000190734863	7808	958020	7808-958020	LINESTRING(818.250977 7301.100098, 822.857 7297.224)
1	366105.8018189999856986	3952898447.4800000190734863	7808	958023	7808-958023	LINESTRING(818.250977 7301.100098, 821.811 7298.175)
1	366105.8018189999856986	3952898447.4800000190734863	7808	958054	7808-958054	LINESTRING(818.250977 7301.100098, 825.349 7301.323)
1	366105.8018189999856986	3952898447.4800000190734863	7808	958059	7808-958059	LINESTRING(818.250977 7301.100098, 821.115 7298.435)
1	366105.8018189999856986	3952898447.4800000190734863	7808	958067	7808-958067	LINESTRING(818.250977 7301.100098, 819.495 7298.975)
1	366105.8018189999856986	3952898447.4800000190734863	7808	958068	7808-958068	LINESTRING(818.250977 7301.100098, 818.477 7299.843)
1	366105.8018189999856986	3952898447.4800000190734863	7808	958069	7808-958069	LINESTRING(818.250977 7301.100098, 818.068 7300.949)
1	366105.8018189999856986	3952898447.4800000190734863	7808	958095	7808-958095	LINESTRING(818.250977 7301.100098, 822.979 7298.3)
1	366105.8018189999856986	3952898447.4800000190734863	7809	958006	7809-958006	LINESTRING(827.3261 7295.159, 832.585 7299.023)
1	366105.8018189999856986	3952898447.4800000190734863	7809	958009	7809-958009	LINESTRING(827.3261 7295.159, 830.164 7295.442)
1	366105.8018189999856986	3952898447.4800000190734863	7809	958010	7809-958010	LINESTRING(827.3261 7295.159, 829.879 7295.976)
1	366105.8018189999856986	3952898447.4800000190734863	7809	958012	7809-958012	LINESTRING(827.3261 7295.159, 830.333 7296.245)
1	366105.8018189999856986	3952898447.4800000190734863	7809	958013	7809-958013	LINESTRING(827.3261 7295.159, 828.183 7298.138)
1	366105.8018189999856986	3952898447.4800000190734863	7809	958020	7809-958020	LINESTRING(827.3261 7295.159, 822.857 7297.224)
1	366105.8018189999856986	3952898447.4800000190734863	7809	958025	7809-958025	LINESTRING(827.3261 7295.159, 827.985 7296.054)
1	366105.8018189999856986	3952898447.4800000190734863	7809	958035	7809-958035	LINESTRING(827.3261 7295.159, 829.15 7294.208)
1	366105.8018189999856986	3952898447.4800000190734863	7809	958038	7809-958038	LINESTRING(827.3261 7295.159, 829.43 7294.479)
1	366105.8018189999856986	3952898447.4800000190734863	7809	958039	7809-958039	LINESTRING(827.3261 7295.159, 826.861 7294.527)
1	366105.8018189999856986	3952898447.4800000190734863	7809	958045	7809-958045	LINESTRING(827.3261 7295.159, 829.473 7293.695)
1	366105.8018189999856986	3952898447.4800000190734863	7809	958051	7809-958051	LINESTRING(827.3261 7295.159, 828.978 7295.948)
1	366105.8018189999856986	3952898447.4800000190734863	7809	958053	7809-958053	LINESTRING(827.3261 7295.159, 827.711 7294.069)
1	366105.8018189999856986	3952898447.4800000190734863	7809	958054	7809-958054	LINESTRING(827.3261 7295.159, 825.349 7301.323)
1	366105.8018189999856986	3952898447.4800000190734863	7809	958060	7809-958060	LINESTRING(827.3261 7295.159, 829.705 7296.354)
1	366105.8018189999856986	3952898447.4800000190734863	7809	958066	7809-958066	LINESTRING(827.3261 7295.159, 828.272 7293.675)
1	366105.8018189999856986	3952898447.4800000190734863	7809	958072	7809-958072	LINESTRING(827.3261 7295.159, 826.777 7294.936)
1	366105.8018189999856986	3952898447.4800000190734863	7809	958073	7809-958073	LINESTRING(827.3261 7295.159, 824.165 7295.532)
1	366105.8018189999856986	3952898447.4800000190734863	7809	958074	7809-958074	LINESTRING(827.3261 7295.159, 828.689 7296.327)
1	366105.8018189999856986	3952898447.4800000190734863	7809	958075	7809-958075	LINESTRING(827.3261 7295.159, 828.228 7296.779)
1	366105.8018189999856986	3952898447.4800000190734863	7809	958081	7809-958081	LINESTRING(827.3261 7295.159, 831.441 7296.87)
1	366105.8018189999856986	3952898447.4800000190734863	7809	958083	7809-958083	LINESTRING(827.3261 7295.159, 830.712 7297.335)
1	366105.8018189999856986	3952898447.4800000190734863	7809	958091	7809-958091	LINESTRING(827.3261 7295.159, 831.23 7296.379)
1	366105.8018189999856986	3952898447.4800000190734863	7809	958093	7809-958093	LINESTRING(827.3261 7295.159, 827.505 7294.933)
1	366105.8018189999856986	3952898447.4800000190734863	7809	958095	7809-958095	LINESTRING(827.3261 7295.159, 822.979 7298.3)
1	366105.8018189999856986	3952898447.4800000190734863	7809	958096	7809-958096	LINESTRING(827.3261 7295.159, 828.767 7293.976)
1	366105.8018189999856986	3952898447.4800000190734863	95001	958005	95001-958005	LINESTRING(815.1026 7298.445801, 815.171 7297.952)
1	366105.8018189999856986	3952898447.4800000190734863	95132	958073	95132-958073	LINESTRING(824.2924 7295.64, 824.165 7295.532)
1	366105.8018189999856986	3952898447.4800000190734863	95133	958073	95133-958073	LINESTRING(824.3576 7295.167, 824.165 7295.532)
1	366105.8018189999856986	3952898447.4800000190734863	204039	958021	204039-958021	LINESTRING(813.998047 7284, 813.919 7283.674)
1	366105.8018189999856986	3952898447.4800000190734863	204076	958086	204076-958086	LINESTRING(819.346985 7285.260254, 819.49 7285.446)
1	366105.8018189999856986	3952898447.4800000190734863	204127	958004	204127-958004	LINESTRING(815.190002 7287.379883, 815.063 7287.514)
1	366105.8018189999856986	3952898447.4800000190734863	204134	958004	204134-958004	LINESTRING(814.705017 7287.560059, 815.063 7287.514)
1	366105.8018189999856986	3952898447.4800000190734863	204155	958062	204155-958062	LINESTRING(828.442017 7288.369629, 832.258 7287.23)
1	366105.8018189999856986	3952898447.4800000190734863	204155	958085	204155-958085	LINESTRING(828.442017 7288.369629, 828.261 7287.17)
1	366105.8018189999856986	3952898447.4800000190734863	204165	958003	204165-958003	LINESTRING(812.257019 7288.580078, 812.027 7288.792)
1	366105.8018189999856986	3952898447.4800000190734863	204172	958087	204172-958087	LINESTRING(839.867981 7288.760254, 839.072 7289.611)
1	366105.8018189999856986	3952898447.4800000190734863	204176	958003	204176-958003	LINESTRING(811.679993 7288.859863, 812.027 7288.792)
1	366105.8018189999856986	3952898447.4800000190734863	204178	958094	204178-958094	LINESTRING(840.035034 7288.899902, 848.341 7288.156)
1	366105.8018189999856986	3952898447.4800000190734863	204203	958064	204203-958064	LINESTRING(828.190979 7290.260254, 828.051 7290.722)
1	366105.8018189999856986	3952898447.4800000190734863	204215	958063	204215-958063	LINESTRING(827.880981 7290.720215, 827.702 7290.566)
1	366105.8018189999856986	3952898447.4800000190734863	204215	958064	204215-958064	LINESTRING(827.880981 7290.720215, 828.051 7290.722)
1	366105.8018189999856986	3952898447.4800000190734863	204217	958087	204217-958087	LINESTRING(837.302979 7290.97998, 839.072 7289.611)
1	366105.8018189999856986	3952898447.4800000190734863	204218	958008	204218-958008	LINESTRING(827.427063 7291.009766, 827.092 7290.985)
1	366105.8018189999856986	3952898447.4800000190734863	204218	958063	204218-958063	LINESTRING(827.427063 7291.009766, 827.702 7290.566)
1	366105.8018189999856986	3952898447.4800000190734863	204225	958007	204225-958007	LINESTRING(826.835999 7291.27002, 826.745 7291.197)
1	366105.8018189999856986	3952898447.4800000190734863	204226	958008	204226-958008	LINESTRING(827.057007 7291.27002, 827.092 7290.985)
1	366105.8018189999856986	3952898447.4800000190734863	204236	958007	204236-958007	LINESTRING(825.088989 7291.47998, 826.745 7291.197)
1	366105.8018189999856986	3952898447.4800000190734863	204236	958024	204236-958024	LINESTRING(825.088989 7291.47998, 823.768 7291.891)
1	366105.8018189999856986	3952898447.4800000190734863	204236	958082	204236-958082	LINESTRING(825.088989 7291.47998, 826.257 7290.598)
1	366105.8018189999856986	3952898447.4800000190734863	204244	958019	204244-958019	LINESTRING(831.588989 7291.790039, 831.795 7291.853)
1	366105.8018189999856986	3952898447.4800000190734863	204244	958041	204244-958041	LINESTRING(831.588989 7291.790039, 831.291 7291.668)
1	366105.8018189999856986	3952898447.4800000190734863	204246	958024	204246-958024	LINESTRING(823.697021 7291.80957, 823.768 7291.891)
1	366105.8018189999856986	3952898447.4800000190734863	204247	958015	204247-958015	LINESTRING(828.669983 7291.80957, 829.073 7292.09)
1	366105.8018189999856986	3952898447.4800000190734863	204247	958065	204247-958065	LINESTRING(828.669983 7291.80957, 828.897 7291.733)
1	366105.8018189999856986	3952898447.4800000190734863	204265	958041	204265-958041	LINESTRING(831.154968 7292.02002, 831.291 7291.668)
1	366105.8018189999856986	3952898447.4800000190734863	204267	958001	204267-958001	LINESTRING(831.252014 7292.080078, 831.557 7292.1)
1	366105.8018189999856986	3952898447.4800000190734863	204267	958022	204267-958022	LINESTRING(831.252014 7292.080078, 831.66 7292.609)
1	366105.8018189999856986	3952898447.4800000190734863	204271	958044	204271-958044	LINESTRING(829.920044 7292.149902, 830.419 7292.193)
1	366105.8018189999856986	3952898447.4800000190734863	204271	958055	204271-958055	LINESTRING(829.920044 7292.149902, 829.588 7292.024)
1	366105.8018189999856986	3952898447.4800000190734863	204275	958015	204275-958015	LINESTRING(828.986023 7292.189941, 829.073 7292.09)
1	366105.8018189999856986	3952898447.4800000190734863	204275	958016	204275-958016	LINESTRING(828.986023 7292.189941, 828.714 7292.268)
1	366105.8018189999856986	3952898447.4800000190734863	204290	958056	204290-958056	LINESTRING(830.875 7292.569824, 830.818 7292.625)
1	366105.8018189999856986	3952898447.4800000190734863	204300	958014	204300-958014	LINESTRING(832.254028 7292.689941, 832.183 7292.676)
1	366105.8018189999856986	3952898447.4800000190734863	204318	958029	204318-958029	LINESTRING(832.735046 7293.359863, 832.996 7293.038)
1	366105.8018189999856986	3952898447.4800000190734863	204318	958042	204318-958042	LINESTRING(832.735046 7293.359863, 832.83 7293.832)
1	366105.8018189999856986	3952898447.4800000190734863	204323	958045	204323-958045	LINESTRING(829.682007 7293.429688, 829.473 7293.695)
1	366105.8018189999856986	3952898447.4800000190734863	204325	958096	204325-958096	LINESTRING(828.687988 7293.469727, 828.767 7293.976)
1	366105.8018189999856986	3952898447.4800000190734863	204356	958037	204356-958037	LINESTRING(794.607971 7294.140137, 795.093 7294.537)
1	366105.8018189999856986	3952898447.4800000190734863	204362	958043	204362-958043	LINESTRING(830.708984 7294.200195, 830.404 7294.43)
1	366105.8018189999856986	3952898447.4800000190734863	204368	958093	204368-958093	LINESTRING(828.124023 7294.280273, 827.505 7294.933)
1	366105.8018189999856986	3952898447.4800000190734863	204385	958037	204385-958037	LINESTRING(795.108948 7294.649902, 795.093 7294.537)
1	366105.8018189999856986	3952898447.4800000190734863	204393	958009	204393-958009	LINESTRING(830.585999 7295, 830.164 7295.442)
1	366105.8018189999856986	3952898447.4800000190734863	204411	958072	204411-958072	LINESTRING(826.705017 7295.290039, 826.777 7294.936)
1	366105.8018189999856986	3952898447.4800000190734863	204415	958073	204415-958073	LINESTRING(823.791016 7295.339844, 824.165 7295.532)
1	366105.8018189999856986	3952898447.4800000190734863	204445	958051	204445-958051	LINESTRING(828.755981 7295.75, 828.978 7295.948)
1	366105.8018189999856986	3952898447.4800000190734863	204467	958051	204467-958051	LINESTRING(828.632996 7296.040039, 828.978 7295.948)
1	366105.8018189999856986	3952898447.4800000190734863	204467	958074	204467-958074	LINESTRING(828.632996 7296.040039, 828.689 7296.327)
1	366105.8018189999856986	3952898447.4800000190734863	204490	958081	204490-958081	LINESTRING(831.155945 7296.439941, 831.441 7296.87)
1	366105.8018189999856986	3952898447.4800000190734863	204490	958091	204490-958091	LINESTRING(831.155945 7296.439941, 831.23 7296.379)
1	366105.8018189999856986	3952898447.4800000190734863	204504	958075	204504-958075	LINESTRING(828.248962 7296.889648, 828.228 7296.779)
1	366105.8018189999856986	3952898447.4800000190734863	204513	958095	204513-958095	LINESTRING(823.285034 7297.089844, 822.979 7298.3)
1	366105.8018189999856986	3952898447.4800000190734863	204517	958073	204517-958073	LINESTRING(823.218994 7297.149902, 824.165 7295.532)
1	366105.8018189999856986	3952898447.4800000190734863	204518	958081	204518-958081	LINESTRING(831.222046 7297.180176, 831.441 7296.87)
1	366105.8018189999856986	3952898447.4800000190734863	204518	958083	204518-958083	LINESTRING(831.222046 7297.180176, 830.712 7297.335)
1	366105.8018189999856986	3952898447.4800000190734863	204521	958020	204521-958020	LINESTRING(823.207031 7297.189941, 822.857 7297.224)
1	366105.8018189999856986	3952898447.4800000190734863	204548	958013	204548-958013	LINESTRING(828.260986 7297.660156, 828.183 7298.138)
1	366105.8018189999856986	3952898447.4800000190734863	204551	958020	204551-958020	LINESTRING(822.6017 7297.814, 822.857 7297.224)
1	366105.8018189999856986	3952898447.4800000190734863	204572	958023	204572-958023	LINESTRING(821.979004 7298.200195, 821.811 7298.175)
1	366105.8018189999856986	3952898447.4800000190734863	204572	958059	204572-958059	LINESTRING(821.979004 7298.200195, 821.115 7298.435)
1	366105.8018189999856986	3952898447.4800000190734863	204574	958095	204574-958095	LINESTRING(822.750977 7298.200195, 822.979 7298.3)
1	366105.8018189999856986	3952898447.4800000190734863	204581	958095	204581-958095	LINESTRING(823.067993 7298.30957, 822.979 7298.3)
1	366105.8018189999856986	3952898447.4800000190734863	204583	958013	204583-958013	LINESTRING(827.340942 7298.379883, 828.183 7298.138)
1	366105.8018189999856986	3952898447.4800000190734863	204586	958095	204586-958095	LINESTRING(822.947998 7298.449707, 822.979 7298.3)
1	366105.8018189999856986	3952898447.4800000190734863	204600	958006	204600-958006	LINESTRING(832.315979 7298.77002, 832.585 7299.023)
1	366105.8018189999856986	3952898447.4800000190734863	204600	958027	204600-958027	LINESTRING(832.315979 7298.77002, 835.63 7297.481)
1	366105.8018189999856986	3952898447.4800000190734863	204610	958023	204610-958023	LINESTRING(820.38501 7299.160156, 821.811 7298.175)
