OBJECTID	Shape_Leng	Shape_Area	i	geometry
1	366105.8018189999856986	3952898447.4800000190734863	204372	POINT(823.85498 7294.389648)
1	366105.8018189999856986	3952898447.4800000190734863	204373	POINT(823.822998 7294.399902)
1	366105.8018189999856986	3952898447.4800000190734863	204378	POINT(795.064026 7294.47998)
1	366105.8018189999856986	3952898447.4800000190734863	204379	POINT(793.742004 7294.5)
1	366105.8018189999856986	3952898447.4800000190734863	204380	POINT(813.498047 7294.549805)
1	366105.8018189999856986	3952898447.4800000190734863	204382	POINT(793.492065 7294.640137)
1	366105.8018189999856986	3952898447.4800000190734863	204383	POINT(793.310974 7294.640137)
1	366105.8018189999856986	3952898447.4800000190734863	204384	POINT(793.382996 7294.640137)
1	366105.8018189999856986	3952898447.4800000190734863	204385	POINT(795.108948 7294.649902)
1	366105.8018189999856986	3952898447.4800000190734863	204388	POINT(828.39502 7294.77002)
1	366105.8018189999856986	3952898447.4800000190734863	204393	POINT(830.585999 7295)
1	366105.8018189999856986	3952898447.4800000190734863	204394	POINT(828.307983 7295.009766)
1	366105.8018189999856986	3952898447.4800000190734863	204395	POINT(830.307983 7295.080078)
1	366105.8018189999856986	3952898447.4800000190734863	204396	POINT(830.600952 7295.080078)
1	366105.8018189999856986	3952898447.4800000190734863	204397	POINT(830.540955 7295.100098)
1	366105.8018189999856986	3952898447.4800000190734863	204398	POINT(830.60498 7295.100098)
1	366105.8018189999856986	3952898447.4800000190734863	204399	POINT(830.657959 7295.109863)
1	366105.8018189999856986	3952898447.4800000190734863	204400	POINT(830.507019 7295.120117)
1	366105.8018189999856986	3952898447.4800000190734863	204403	POINT(824.550964 7295.160156)
1	366105.8018189999856986	3952898447.4800000190734863	204405	POINT(830.432068 7295.200195)
1	366105.8018189999856986	3952898447.4800000190734863	204407	POINT(830.609985 7295.200195)
1	366105.8018189999856986	3952898447.4800000190734863	204409	POINT(830.48407 7295.22998)
1	366105.8018189999856986	3952898447.4800000190734863	204411	POINT(826.705017 7295.290039)
1	366105.8018189999856986	3952898447.4800000190734863	204414	POINT(826.664001 7295.319824)
1	366105.8018189999856986	3952898447.4800000190734863	204415	POINT(823.791016 7295.339844)
1	366105.8018189999856986	3952898447.4800000190734863	204416	POINT(826.606995 7295.359863)
1	366105.8018189999856986	3952898447.4800000190734863	204417	POINT(829.5 7295.369629)
1	366105.8018189999856986	3952898447.4800000190734863	204418	POINT(828.152954 7295.369629)
1	366105.8018189999856986	3952898447.4800000190734863	204421	POINT(828.14093 7295.399902)
1	366105.8018189999856986	3952898447.4800000190734863	204422	POINT(826.562988 7295.399902)
1	366105.8018189999856986	3952898447.4800000190734863	204424	POINT(828.275024 7295.449707)
1	366105.8018189999856986	3952898447.4800000190734863	204429	POINT(828.402039 7295.5)
1	366105.8018189999856986	3952898447.4800000190734863	204430	POINT(828.082031 7295.52002)
1	366105.8018189999856986	3952898447.4800000190734863	204431	POINT(828.444031 7295.529785)
1	366105.8018189999856986	3952898447.4800000190734863	204432	POINT(829.252014 7295.540039)
1	366105.8018189999856986	3952898447.4800000190734863	204433	POINT(812.565979 7295.560059)
1	366105.8018189999856986	3952898447.4800000190734863	204437	POINT(826.184021 7295.640137)
1	366105.8018189999856986	3952898447.4800000190734863	204440	POINT(828.802002 7295.709961)
1	366105.8018189999856986	3952898447.4800000190734863	204441	POINT(828.762024 7295.709961)
1	366105.8018189999856986	3952898447.4800000190734863	204443	POINT(823.527039 7295.72998)
1	366105.8018189999856986	3952898447.4800000190734863	204445	POINT(828.755981 7295.75)
1	366105.8018189999856986	3952898447.4800000190734863	204451	POINT(818.752014 7295.780273)
1	366105.8018189999856986	3952898447.4800000190734863	204455	POINT(823.491028 7295.879883)
1	366105.8018189999856986	3952898447.4800000190734863	204460	POINT(831.004028 7295.97998)
1	366105.8018189999856986	3952898447.4800000190734863	204462	POINT(828.652954 7295.989746)
1	366105.8018189999856986	3952898447.4800000190734863	204467	POINT(828.632996 7296.040039)
1	366105.8018189999856986	3952898447.4800000190734863	204469	POINT(818.437073 7296.100098)
1	366105.8018189999856986	3952898447.4800000190734863	204470	POINT(827.81897 7296.120117)
1	366105.8018189999856986	3952898447.4800000190734863	204472	POINT(827.772034 7296.200195)
1	366105.8018189999856986	3952898447.4800000190734863	204477	POINT(824.554016 7296.260254)
1	366105.8018189999856986	3952898447.4800000190734863	204481	POINT(818.320984 7296.319824)
1	366105.8018189999856986	3952898447.4800000190734863	204484	POINT(823.488037 7296.339844)
1	366105.8018189999856986	3952898447.4800000190734863	204485	POINT(831.15094 7296.359863)
1	366105.8018189999856986	3952898447.4800000190734863	204488	POINT(831.152954 7296.389648)
1	366105.8018189999856986	3952898447.4800000190734863	204490	POINT(831.155945 7296.439941)
1	366105.8018189999856986	3952898447.4800000190734863	204493	POINT(831.154968 7296.489746)
1	366105.8018189999856986	3952898447.4800000190734863	204494	POINT(827.544006 7296.509766)
1	366105.8018189999856986	3952898447.4800000190734863	204500	POINT(831.134033 7296.80957)
1	366105.8018189999856986	3952898447.4800000190734863	204504	POINT(828.248962 7296.889648)
1	366105.8018189999856986	3952898447.4800000190734863	204506	POINT(831.143982 7296.909668)
1	366105.8018189999856986	3952898447.4800000190734863	204508	POINT(830.809998 7296.939941)
1	366105.8018189999856986	3952898447.4800000190734863	204509	POINT(828.157959 7296.949707)
1	366105.8018189999856986	3952898447.4800000190734863	204511	POINT(823.345947 7297.029785)
1	366105.8018189999856986	3952898447.4800000190734863	204512	POINT(828.010986 7297.060059)
1	366105.8018189999856986	3952898447.4800000190734863	204513	POINT(823.285034 7297.089844)
1	366105.8018189999856986	3952898447.4800000190734863	204515	POINT(823.440979 7297.129883)
1	366105.8018189999856986	3952898447.4800000190734863	204516	POINT(823.265991 7297.140137)
1	366105.8018189999856986	3952898447.4800000190734863	204517	POINT(823.218994 7297.149902)
1	366105.8018189999856986	3952898447.4800000190734863	204518	POINT(831.222046 7297.180176)
1	366105.8018189999856986	3952898447.4800000190734863	204521	POINT(823.207031 7297.189941)
1	366105.8018189999856986	3952898447.4800000190734863	204525	POINT(823.492065 7297.27002)
1	366105.8018189999856986	3952898447.4800000190734863	204528	POINT(823.267029 7297.349609)
1	366105.8018189999856986	3952898447.4800000190734863	204529	POINT(823.585022 7297.369629)
1	366105.8018189999856986	3952898447.4800000190734863	204531	POINT(823.695984 7297.429688)
1	366105.8018189999856986	3952898447.4800000190734863	204532	POINT(823.722046 7297.449707)
1	366105.8018189999856986	3952898447.4800000190734863	204535	POINT(828.539978 7297.5)
1	366105.8018189999856986	3952898447.4800000190734863	204538	POINT(828.641968 7297.5)
1	366105.8018189999856986	3952898447.4800000190734863	204539	POINT(828.667969 7297.509766)
1	366105.8018189999856986	3952898447.4800000190734863	204541	POINT(823.807007 7297.540039)
1	366105.8018189999856986	3952898447.4800000190734863	204543	POINT(828.172974 7297.549805)
1	366105.8018189999856986	3952898447.4800000190734863	204545	POINT(822.975037 7297.600098)
1	366105.8018189999856986	3952898447.4800000190734863	204547	POINT(828.296021 7297.629883)
1	366105.8018189999856986	3952898447.4800000190734863	204548	POINT(828.260986 7297.660156)
1	366105.8018189999856986	3952898447.4800000190734863	204549	POINT(828.172974 7297.740234)
1	366105.8018189999856986	3952898447.4800000190734863	204550	POINT(823.112976 7297.75)
1	366105.8018189999856986	3952898447.4800000190734863	204551	POINT(822.66095 7297.77002)
1	366105.8018189999856986	3952898447.4800000190734863	204554	POINT(823.684021 7297.799805)
1	366105.8018189999856986	3952898447.4800000190734863	204555	POINT(828.083008 7297.819824)
1	366105.8018189999856986	3952898447.4800000190734863	204557	POINT(823.598022 7297.849609)
1	366105.8018189999856986	3952898447.4800000190734863	204558	POINT(823.432068 7297.909668)
1	366105.8018189999856986	3952898447.4800000190734863	204560	POINT(822.194031 7298.040039)
1	366105.8018189999856986	3952898447.4800000190734863	204561	POINT(823.278992 7298.080078)
1	366105.8018189999856986	3952898447.4800000190734863	204562	POINT(822.752014 7298.109863)
1	366105.8018189999856986	3952898447.4800000190734863	204563	POINT(827.708984 7298.140137)
1	366105.8018189999856986	3952898447.4800000190734863	204566	POINT(822.73999 7298.160156)
1	366105.8018189999856986	3952898447.4800000190734863	204568	POINT(823.190979 7298.169922)
1	366105.8018189999856986	3952898447.4800000190734863	204571	POINT(823.174011 7298.189941)
1	366105.8018189999856986	3952898447.4800000190734863	204572	POINT(821.979004 7298.200195)
1	366105.8018189999856986	3952898447.4800000190734863	204573	POINT(822.694031 7298.200195)
1	366105.8018189999856986	3952898447.4800000190734863	204574	POINT(822.750977 7298.200195)
1	366105.8018189999856986	3952898447.4800000190734863	204575	POINT(822.360962 7298.200195)
1	366105.8018189999856986	3952898447.4800000190734863	204577	POINT(803.944031 7298.209961)
1	366105.8018189999856986	3952898447.4800000190734863	204578	POINT(827.02301 7298.27002)
1	366105.8018189999856986	3952898447.4800000190734863	204579	POINT(831.890015 7298.290039)
1	366105.8018189999856986	3952898447.4800000190734863	204580	POINT(805.983032 7298.299805)
1	366105.8018189999856986	3952898447.4800000190734863	204581	POINT(823.067993 7298.30957)
1	366105.8018189999856986	3952898447.4800000190734863	204582	POINT(804.153992 7298.369629)
1	366105.8018189999856986	3952898447.4800000190734863	204583	POINT(827.340942 7298.379883)
1	366105.8018189999856986	3952898447.4800000190734863	204584	POINT(822.770996 7298.419922)
1	366105.8018189999856986	3952898447.4800000190734863	204585	POINT(826.985046 7298.419922)
1	366105.8018189999856986	3952898447.4800000190734863	204586	POINT(822.947998 7298.449707)
1	366105.8018189999856986	3952898447.4800000190734863	204589	POINT(822.807983 7298.5)
1	366105.8018189999856986	3952898447.4800000190734863	204590	POINT(822.921021 7298.52002)
1	366105.8018189999856986	3952898447.4800000190734863	204591	POINT(822.865967 7298.52002)
1	366105.8018189999856986	3952898447.4800000190734863	204593	POINT(826.940979 7298.580078)
1	366105.8018189999856986	3952898447.4800000190734863	204594	POINT(832.194031 7298.640137)
1	366105.8018189999856986	3952898447.4800000190734863	204597	POINT(805.950012 7298.740234)
1	366105.8018189999856986	3952898447.4800000190734863	204598	POINT(822.54895 7298.75)
1	366105.8018189999856986	3952898447.4800000190734863	204600	POINT(832.315979 7298.77002)
1	366105.8018189999856986	3952898447.4800000190734863	204601	POINT(805.775024 7298.799805)
1	366105.8018189999856986	3952898447.4800000190734863	204602	POINT(822.856995 7298.799805)
1	366105.8018189999856986	3952898447.4800000190734863	204604	POINT(805.890015 7298.859863)
1	366105.8018189999856986	3952898447.4800000190734863	204605	POINT(822.895996 7298.879883)
1	366105.8018189999856986	3952898447.4800000190734863	204607	POINT(806.526001 7299.089844)
1	366105.8018189999856986	3952898447.4800000190734863	204610	POINT(820.38501 7299.160156)
1	366105.8018189999856986	3952898447.4800000190734863	204611	POINT(822.28302 7299.180176)
1	366105.8018189999856986	3952898447.4800000190734863	204612	POINT(823.005005 7299.200195)
1	366105.8018189999856986	3952898447.4800000190734863	204613	POINT(832.375977 7299.27002)
1	366105.8018189999856986	3952898447.4800000190734863	204614	POINT(820.453003 7299.290039)
1	366105.8018189999856986	3952898447.4800000190734863	204616	POINT(805.614014 7299.399902)
1	366105.8018189999856986	3952898447.4800000190734863	204617	POINT(832.274048 7299.439941)
1	366105.8018189999856986	3952898447.4800000190734863	204619	POINT(825.374023 7299.620117)
1	366105.8018189999856986	3952898447.4800000190734863	204621	POINT(832.10498 7299.640137)
1	366105.8018189999856986	3952898447.4800000190734863	204622	POINT(810.989014 7299.72998)
1	366105.8018189999856986	3952898447.4800000190734863	204623	POINT(832.024048 7299.760254)
1	366105.8018189999856986	3952898447.4800000190734863	204624	POINT(823.39502 7299.80957)
1	366105.8018189999856986	3952898447.4800000190734863	204625	POINT(819.034058 7299.819824)
1	366105.8018189999856986	3952898447.4800000190734863	204626	POINT(818.973022 7299.849609)
1	366105.8018189999856986	3952898447.4800000190734863	204627	POINT(831.962036 7299.849609)
1	366105.8018189999856986	3952898447.4800000190734863	204628	POINT(818.948975 7299.859863)
1	366105.8018189999856986	3952898447.4800000190734863	204631	POINT(811.433044 7299.949707)
1	366105.8018189999856986	3952898447.4800000190734863	204632	POINT(817.905029 7300.02002)
1	366105.8018189999856986	3952898447.4800000190734863	204634	POINT(819.258972 7300.180176)
1	366105.8018189999856986	3952898447.4800000190734863	204635	POINT(819.992065 7300.189941)
1	366105.8018189999856986	3952898447.4800000190734863	204636	POINT(826.257019 7300.200195)
1	366105.8018189999856986	3952898447.4800000190734863	204639	POINT(823.935059 7300.220215)
1	366105.8018189999856986	3952898447.4800000190734863	204640	POINT(819.356995 7300.339844)
1	366105.8018189999856986	3952898447.4800000190734863	204643	POINT(818.370972 7300.489746)
1	366105.8018189999856986	3952898447.4800000190734863	204644	POINT(816.843994 7300.509766)
1	366105.8018189999856986	3952898447.4800000190734863	204645	POINT(818.165955 7300.580078)
1	366105.8018189999856986	3952898447.4800000190734863	204646	POINT(818.378967 7300.600098)
1	366105.8018189999856986	3952898447.4800000190734863	204647	POINT(811.945984 7300.609863)
1	366105.8018189999856986	3952898447.4800000190734863	204648	POINT(825.739014 7300.629883)
1	366105.8018189999856986	3952898447.4800000190734863	204649	POINT(818.174988 7300.649902)
1	366105.8018189999856986	3952898447.4800000190734863	204650	POINT(818.122986 7300.669922)
1	366105.8018189999856986	3952898447.4800000190734863	204651	POINT(831.742981 7300.680176)
1	366105.8018189999856986	3952898447.4800000190734863	204652	POINT(818.177002 7300.700195)
1	366105.8018189999856986	3952898447.4800000190734863	204654	POINT(817.652954 7300.859863)
1	366105.8018189999856986	3952898447.4800000190734863	204655	POINT(825.628967 7300.879883)
1	366105.8018189999856986	3952898447.4800000190734863	204657	POINT(812.037048 7300.939941)
1	366105.8018189999856986	3952898447.4800000190734863	204658	POINT(825.540955 7300.939941)
1	366105.8018189999856986	3952898447.4800000190734863	204659	POINT(817.080994 7300.97998)
1	366105.8018189999856986	3952898447.4800000190734863	204660	POINT(812.065002 7300.989746)
1	366105.8018189999856986	3952898447.4800000190734863	204663	POINT(812.658936 7301.140137)
1	366105.8018189999856986	3952898447.4800000190734863	204664	POINT(812.195984 7301.169922)
1	366105.8018189999856986	3952898447.4800000190734863	204665	POINT(812.76001 7301.169922)
1	366105.8018189999856986	3952898447.4800000190734863	204666	POINT(817.923035 7301.25)
1	366105.8018189999856986	3952898447.4800000190734863	204667	POINT(815.710999 7301.290039)
1	366105.8018189999856986	3952898447.4800000190734863	204670	POINT(813.362976 7301.32959)
1	366105.8018189999856986	3952898447.4800000190734863	204671	POINT(813.422058 7301.339844)
1	366105.8018189999856986	3952898447.4800000190734863	204675	POINT(825.083008 7301.459961)
1	366105.8018189999856986	3952898447.4800000190734863	204677	POINT(814.377014 7301.509766)
1	366105.8018189999856986	3952898447.4800000190734863	204679	POINT(814.710022 7301.560059)
1	366105.8018189999856986	3952898447.4800000190734863	204680	POINT(811.624023 7301.589844)
1	366105.8018189999856986	3952898447.4800000190734863	204681	POINT(811.538025 7301.620117)
1	366105.8018189999856986	3952898447.4800000190734863	204682	POINT(814.53302 7301.649902)
1	366105.8018189999856986	3952898447.4800000190734863	204684	POINT(814.36499 7301.760254)
1	366105.8018189999856986	3952898447.4800000190734863	204689	POINT(825.597046 7302.200195)
1	366105.8018189999856986	3952898447.4800000190734863	204690	POINT(825.377991 7302.260254)
1	366105.8018189999856986	3952898447.4800000190734863	204691	POINT(811.137024 7302.27002)
1	366105.8018189999856986	3952898447.4800000190734863	204692	POINT(825.593018 7302.299805)
1	366105.8018189999856986	3952898447.4800000190734863	204693	POINT(811.027039 7302.489746)
1	366105.8018189999856986	3952898447.4800000190734863	204694	POINT(810.995056 7302.549805)
1	366105.8018189999856986	3952898447.4800000190734863	204695	POINT(825.825989 7302.549805)
1	366105.8018189999856986	3952898447.4800000190734863	204721	POINT(837.000977 7304.640137)
1	366105.8018189999856986	3952898447.4800000190734863	204729	POINT(836.695984 7304.909668)
1	366105.8018189999856986	3952898447.4800000190734863	204731	POINT(811.677002 7304.959961)
1	366105.8018189999856986	3952898447.4800000190734863	204736	POINT(836.437073 7305.5)
1	366105.8018189999856986	3952898447.4800000190734863	204738	POINT(826.560974 7305.609863)
1	366105.8018189999856986	3952898447.4800000190734863	204747	POINT(831.247986 7305.879883)
1	366105.8018189999856986	3952898447.4800000190734863	204751	POINT(835.830017 7306.029785)
1	366105.8018189999856986	3952898447.4800000190734863	204752	POINT(831.343994 7306.049805)
1	366105.8018189999856986	3952898447.4800000190734863	204754	POINT(835.654968 7306.140137)
1	366105.8018189999856986	3952898447.4800000190734863	204755	POINT(835.530029 7306.189941)
1	366105.8018189999856986	3952898447.4800000190734863	204763	POINT(831.518982 7306.459961)
1	366105.8018189999856986	3952898447.4800000190734863	204764	POINT(834.820007 7306.459961)
1	366105.8018189999856986	3952898447.4800000190734863	204769	POINT(831.950012 7306.760254)
1	366105.8018189999856986	3952898447.4800000190734863	204770	POINT(831.325012 7306.77002)
1	366105.8018189999856986	3952898447.4800000190734863	204773	POINT(827.158936 7306.969727)
1	366105.8018189999856986	3952898447.4800000190734863	204776	POINT(833.710022 7307)
1	366105.8018189999856986	3952898447.4800000190734863	204777	POINT(830.985046 7307.060059)
1	366105.8018189999856986	3952898447.4800000190734863	204781	POINT(827.222046 7307.209961)
1	366105.8018189999856986	3952898447.4800000190734863	204784	POINT(827.264038 7307.349609)
1	366105.8018189999856986	3952898447.4800000190734863	204790	POINT(828.729004 7307.899902)
1	366105.8018189999856986	3952898447.4800000190734863	204793	POINT(829.695007 7308.180176)
1	366105.8018189999856986	3952898447.4800000190734863	204794	POINT(827.514038 7308.22998)
1	366105.8018189999856986	3952898447.4800000190734863	204799	POINT(828.518982 7308.600098)
1	366105.8018189999856986	3952898447.4800000190734863	204801	POINT(829.188965 7308.75)
1	366105.8018189999856986	3952898447.4800000190734863	204803	POINT(827.694031 7308.869629)
1	366105.8018189999856986	3952898447.4800000190734863	204810	POINT(828.71405 7309.169922)
1	366105.8018189999856986	3952898447.4800000190734863	204811	POINT(828.013 7309.209961)
1	366105.8018189999856986	3952898447.4800000190734863	204820	POINT(828.221008 7309.529785)
1	366105.8018189999856986	3952898447.4800000190734863	204823	POINT(827.962036 7309.609863)
1	366105.8018189999856986	3952898447.4800000190734863	204824	POINT(827.904053 7309.629883)
1	366105.8018189999856986	3952898447.4800000190734863	204841	POINT(828.018982 7310.100098)
1	366105.8018189999856986	3952898447.4800000190734863	204842	POINT(828.031006 7310.189941)
1	366105.8018189999856986	3952898447.4800000190734863	204844	POINT(828.035034 7310.209961)
1	366105.8018189999856986	3952898447.4800000190734863	204846	POINT(828.039001 7310.240234)
1	366105.8018189999856986	3952898447.4800000190734863	204879	POINT(827.864014 7311.760254)
1	366105.8018189999856986	3952898447.4800000190734863	204891	POINT(827.747986 7312.27002)
1	366105.8018189999856986	3952898447.4800000190734863	204896	POINT(827.732056 7312.5)
1	366105.8018189999856986	3952898447.4800000190734863	204897	POINT(823.664978 7312.529785)
1	366105.8018189999856986	3952898447.4800000190734863	204901	POINT(823.157959 7312.799805)
1	366105.8018189999856986	3952898447.4800000190734863	204908	POINT(822.864014 7312.919922)
1	366105.8018189999856986	3952898447.4800000190734863	204910	POINT(827.698975 7312.959961)
1	366105.8018189999856986	3952898447.4800000190734863	204920	POINT(827.685974 7313.089844)
1	366105.8018189999856986	3952898447.4800000190734863	204923	POINT(822.362 7313.120117)
1	366105.8018189999856986	3952898447.4800000190734863	204924	POINT(821.462036 7313.120117)
1	366105.8018189999856986	3952898447.4800000190734863	204927	POINT(821.924072 7313.180176)
1	366105.8018189999856986	3952898447.4800000190734863	204928	POINT(822.002991 7313.189941)
1	366105.8018189999856986	3952898447.4800000190734863	204934	POINT(820.445007 7313.399902)
1	366105.8018189999856986	3952898447.4800000190734863	204950	POINT(831.287048 7313.77002)
1	366105.8018189999856986	3952898447.4800000190734863	204951	POINT(831.232056 7313.790039)
1	366105.8018189999856986	3952898447.4800000190734863	204952	POINT(832.526001 7313.80957)
1	366105.8018189999856986	3952898447.4800000190734863	204957	POINT(830.924072 7313.899902)
1	366105.8018189999856986	3952898447.4800000190734863	204962	POINT(832.580017 7314.040039)
1	366105.8018189999856986	3952898447.4800000190734863	204965	POINT(832.577026 7314.060059)
1	366105.8018189999856986	3952898447.4800000190734863	204968	POINT(827.754028 7314.189941)
1	366105.8018189999856986	3952898447.4800000190734863	204969	POINT(832.627014 7314.200195)
1	366105.8018189999856986	3952898447.4800000190734863	204979	POINT(827.80896 7314.409668)
1	366105.8018189999856986	3952898447.4800000190734863	204984	POINT(827.832031 7314.52002)
1	366105.8018189999856986	3952898447.4800000190734863	204985	POINT(827.307983 7314.529785)
1	366105.8018189999856986	3952898447.4800000190734863	204987	POINT(823.938049 7314.569824)
1	366105.8018189999856986	3952898447.4800000190734863	204988	POINT(827.85199 7314.609863)
1	366105.8018189999856986	3952898447.4800000190734863	205006	POINT(827.895996 7314.80957)
1	366105.8018189999856986	3952898447.4800000190734863	205017	POINT(823.195007 7315.049805)
1	366105.8018189999856986	3952898447.4800000190734863	205043	POINT(815.171997 7315.30957)
1	366105.8018189999856986	3952898447.4800000190734863	205055	POINT(833.463013 7315.569824)
1	366105.8018189999856986	3952898447.4800000190734863	205068	POINT(822.156982 7315.72998)
1	366105.8018189999856986	3952898447.4800000190734863	205097	POINT(821.159973 7316.140137)
1	366105.8018189999856986	3952898447.4800000190734863	205173	POINT(818.098022 7317.080078)
1	366105.8018189999856986	3952898447.4800000190734863	205179	POINT(819.574036 7317.299805)
1	366105.8018189999856986	3952898447.4800000190734863	205190	POINT(828.703003 7317.790039)
1	366105.8018189999856986	3952898447.4800000190734863	205250	POINT(846.499023 7318.909668)
1	366105.8018189999856986	3952898447.4800000190734863	205264	POINT(846.174988 7319.240234)
1	366105.8018189999856986	3952898447.4800000190734863	205271	POINT(829.64093 7319.389648)
1	366105.8018189999856986	3952898447.4800000190734863	205290	POINT(843.88501 7320.080078)
1	366105.8018189999856986	3952898447.4800000190734863	205295	POINT(830.210022 7320.30957)
1	366105.8018189999856986	3952898447.4800000190734863	205310	POINT(843.296021 7321.02002)
1	366105.8018189999856986	3952898447.4800000190734863	205316	POINT(830.892029 7321.27002)
1	366105.8018189999856986	3952898447.4800000190734863	205319	POINT(832.674988 7321.379883)
1	366105.8018189999856986	3952898447.4800000190734863	205323	POINT(830.922058 7321.560059)
1	366105.8018189999856986	3952898447.4800000190734863	205325	POINT(831.404053 7321.580078)
1	366105.8018189999856986	3952898447.4800000190734863	205329	POINT(842.872009 7321.649902)
1	366105.8018189999856986	3952898447.4800000190734863	205332	POINT(831.102966 7321.680176)
1	366105.8018189999856986	3952898447.4800000190734863	205334	POINT(832.468018 7321.77002)
1	366105.8018189999856986	3952898447.4800000190734863	205336	POINT(832.440002 7321.80957)
1	366105.8018189999856986	3952898447.4800000190734863	205339	POINT(832.393005 7321.869629)
1	366105.8018189999856986	3952898447.4800000190734863	205351	POINT(832.314026 7322.089844)
1	366105.8018189999856986	3952898447.4800000190734863	205353	POINT(831.407043 7322.149902)
1	366105.8018189999856986	3952898447.4800000190734863	205355	POINT(842.717041 7322.189941)
1	366105.8018189999856986	3952898447.4800000190734863	205357	POINT(835.495056 7322.260254)
1	366105.8018189999856986	3952898447.4800000190734863	205358	POINT(832.114014 7322.280273)
1	366105.8018189999856986	3952898447.4800000190734863	205359	POINT(834.820984 7322.280273)
1	366105.8018189999856986	3952898447.4800000190734863	205363	POINT(831.892029 7322.369629)
1	366105.8018189999856986	3952898447.4800000190734863	205365	POINT(831.498047 7322.379883)
1	366105.8018189999856986	3952898447.4800000190734863	205368	POINT(831.672974 7322.419922)
1	366105.8018189999856986	3952898447.4800000190734863	205369	POINT(831.527039 7322.469727)
1	366105.8018189999856986	3952898447.4800000190734863	205372	POINT(831.565002 7322.589844)
1	366105.8018189999856986	3952898447.4800000190734863	205373	POINT(831.585022 7322.649902)
1	366105.8018189999856986	3952898447.4800000190734863	205376	POINT(831.604004 7322.700195)
1	366105.8018189999856986	3952898447.4800000190734863	205377	POINT(819.828979 7322.709961)
1	366105.8018189999856986	3952898447.4800000190734863	205387	POINT(831.740967 7322.969727)
1	366105.8018189999856986	3952898447.4800000190734863	205389	POINT(831.798035 7323.029785)
1	366105.8018189999856986	3952898447.4800000190734863	205391	POINT(831.824036 7323.049805)
1	366105.8018189999856986	3952898447.4800000190734863	205393	POINT(841.924072 7323.060059)
1	366105.8018189999856986	3952898447.4800000190734863	205394	POINT(833.839966 7323.089844)
1	366105.8018189999856986	3952898447.4800000190734863	205399	POINT(841.852966 7323.189941)
1	366105.8018189999856986	3952898447.4800000190734863	205402	POINT(832.070007 7323.260254)
1	366105.8018189999856986	3952898447.4800000190734863	205403	POINT(831.897034 7323.280273)
1	366105.8018189999856986	3952898447.4800000190734863	205413	POINT(841.156982 7323.409668)
1	366105.8018189999856986	3952898447.4800000190734863	205415	POINT(841.335022 7323.459961)
1	366105.8018189999856986	3952898447.4800000190734863	205418	POINT(831.770996 7323.47998)
1	366105.8018189999856986	3952898447.4800000190734863	205419	POINT(841.435059 7323.47998)
1	366105.8018189999856986	3952898447.4800000190734863	205422	POINT(833.669983 7323.5)
1	366105.8018189999856986	3952898447.4800000190734863	205428	POINT(841.687012 7323.640137)
1	366105.8018189999856986	3952898447.4800000190734863	205436	POINT(831.388977 7323.799805)
1	366105.8018189999856986	3952898447.4800000190734863	205437	POINT(839.710022 7323.799805)
1	366105.8018189999856986	3952898447.4800000190734863	205438	POINT(841.647949 7323.799805)
1	366105.8018189999856986	3952898447.4800000190734863	205439	POINT(832.395996 7323.819824)
1	366105.8018189999856986	3952898447.4800000190734863	205446	POINT(831.29303 7323.929688)
1	366105.8018189999856986	3952898447.4800000190734863	205448	POINT(832.340942 7323.969727)
1	366105.8018189999856986	3952898447.4800000190734863	205449	POINT(831.236023 7323.97998)
1	366105.8018189999856986	3952898447.4800000190734863	205451	POINT(833.050964 7324.009766)
1	366105.8018189999856986	3952898447.4800000190734863	205453	POINT(832.887024 7324.120117)
1	366105.8018189999856986	3952898447.4800000190734863	205454	POINT(832.865967 7324.149902)
1	366105.8018189999856986	3952898447.4800000190734863	205456	POINT(831.142944 7324.149902)
1	366105.8018189999856986	3952898447.4800000190734863	205458	POINT(841.151978 7324.200195)
1	366105.8018189999856986	3952898447.4800000190734863	205459	POINT(832.832031 7324.200195)
1	366105.8018189999856986	3952898447.4800000190734863	205461	POINT(832.802979 7324.240234)
1	366105.8018189999856986	3952898447.4800000190734863	205462	POINT(840.973022 7324.260254)
1	366105.8018189999856986	3952898447.4800000190734863	205465	POINT(840.911011 7324.290039)
1	366105.8018189999856986	3952898447.4800000190734863	205467	POINT(841.678955 7324.30957)
1	366105.8018189999856986	3952898447.4800000190734863	205469	POINT(840.845947 7324.319824)
1	366105.8018189999856986	3952898447.4800000190734863	205470	POINT(832.502991 7324.369629)
1	366105.8018189999856986	3952898447.4800000190734863	205476	POINT(841.677979 7324.620117)
1	366105.8018189999856986	3952898447.4800000190734863	205477	POINT(832.546997 7324.629883)
1	366105.8018189999856986	3952898447.4800000190734863	205478	POINT(841.668945 7324.649902)
1	366105.8018189999856986	3952898447.4800000190734863	205483	POINT(841.598022 7324.839844)
1	366105.8018189999856986	3952898447.4800000190734863	205497	POINT(835.11499 7325.180176)
1	366105.8018189999856986	3952898447.4800000190734863	205500	POINT(835.175964 7325.22998)
1	366105.8018189999856986	3952898447.4800000190734863	205511	POINT(839.192993 7325.569824)
1	366105.8018189999856986	3952898447.4800000190734863	205513	POINT(835.81897 7325.600098)
1	366105.8018189999856986	3952898447.4800000190734863	205515	POINT(836.098022 7325.680176)
1	366105.8018189999856986	3952898447.4800000190734863	205516	POINT(836.378967 7325.680176)
